split,sample_id,speaker,text_chars,semantic_tokens,audio_frames,duration,semantic_audio_ratio,sequence_length
train,ulsan_022969,DKSR20001571_1,30,18,69,5.45,0.2608695652173913,87
train,ulsan_017655,DKSR20001288_1,19,12,42,3.36,0.2857142857142857,54
train,ulsan_011212,DKSR20001609_1,35,22,77,6.15,0.2857142857142857,99
train,ulsan_023118,DKSR20000956_1,28,20,68,5.4,0.29411764705882354,88
train,ulsan_027445,DKSR20001204_2,33,26,52,4.16,0.5,78
train,ulsan_025657,DKSR20000974_1,41,23,77,6.13,0.2987012987012987,100
train,ulsan_024993,DKSR20000973_2,23,13,44,3.47,0.29545454545454547,57
train,ulsan_003367,DKSR20001147_2,25,20,64,5.05,0.3125,84
train,ulsan_007566,DKSR20001351_2,69,54,135,10.74,0.4,189
train,ulsan_020199,DKSR20001510_2,22,18,44,3.47,0.4090909090909091,62
train,ulsan_023579,DKSR20000955_1,9,6,20,1.54,0.3,26
train,ulsan_012137,DKSR20001617_2,41,29,54,4.31,0.5370370370370371,83
train,ulsan_006314,DKSR20001285_2,27,20,46,3.61,0.43478260869565216,66
train,ulsan_016089,DKSR20001206_1,27,20,48,3.84,0.4166666666666667,68
train,ulsan_017284,DKSR20001241_2,29,19,59,4.67,0.3220338983050847,78
train,ulsan_009391,DKSR20001535_1,36,22,61,4.81,0.36065573770491804,83
train,ulsan_017573,DKSR20001287_2,30,17,65,5.18,0.26153846153846155,82
train,ulsan_014706,DKSR20001033_1,45,37,53,4.24,0.6981132075471698,90
train,ulsan_015256,DKSR20001159_2,29,22,42,3.29,0.5238095238095238,64
train,ulsan_020068,DKSR20001510_1,22,14,56,4.47,0.25,70
train,ulsan_017374,DKSR20001287_2,37,33,52,4.13,0.6346153846153846,85
train,ulsan_011978,DKSR20001617_2,51,27,70,5.53,0.38571428571428573,97
train,ulsan_012146,DKSR20001617_2,46,28,79,6.25,0.35443037974683544,107
train,ulsan_021867,DKSR20001568_2,31,17,49,3.89,0.3469387755102041,66
train,ulsan_026502,DKSR20001158_2,2,2,33,2.59,0.06060606060606061,35
train,ulsan_000767,DKSR20000959_1,22,18,56,4.48,0.32142857142857145,74
train,ulsan_018390,DKSR20001380_2,6,6,35,2.79,0.17142857142857143,41
train,ulsan_007009,DKSR20001300_1,19,10,36,2.86,0.2777777777777778,46
train,ulsan_006886,DKSR20001300_1,13,10,32,2.49,0.3125,42
train,ulsan_005865,DKSR20001280_2,32,24,66,5.23,0.36363636363636365,90
train,ulsan_006039,DKSR20001284_1,59,39,71,5.64,0.5492957746478874,110
train,ulsan_024564,DKSR20000962_1,27,19,70,5.6,0.2714285714285714,89
train,ulsan_018733,DKSR20001388_2,39,28,70,5.59,0.4,98
train,ulsan_001474,DKSR20001094_2,32,22,54,4.26,0.4074074074074074,76
train,ulsan_008255,DKSR20001413_2,29,25,74,5.91,0.33783783783783783,99
train,ulsan_006120,DKSR20001284_2,6,6,19,1.46,0.3157894736842105,25
train,ulsan_010037,DKSR20001592_2,32,25,51,4.05,0.49019607843137253,76
train,ulsan_002584,DKSR20001145_2,6,5,18,1.4,0.2777777777777778,23
train,ulsan_019778,DKSR20001509_2,34,20,65,5.13,0.3076923076923077,85
train,ulsan_010877,DKSR20001608_1,20,11,49,3.89,0.22448979591836735,60
train,ulsan_014964,DKSR20001033_2,30,24,45,3.54,0.5333333333333333,69
train,ulsan_025472,DKSR20000974_2,24,18,49,3.89,0.3673469387755102,67
train,ulsan_007609,DKSR20001351_2,73,45,115,9.19,0.391304347826087,160
train,ulsan_008812,DKSR20001476_2,36,24,59,4.7,0.4067796610169492,83
train,ulsan_019832,DKSR20001509_1,16,12,41,3.26,0.2926829268292683,53
train,ulsan_006824,DKSR20001286_2,45,35,71,5.61,0.49295774647887325,106
train,ulsan_018929,DKSR20001491_2,34,21,77,6.14,0.2727272727272727,98
train,ulsan_021215,DKSR20001533_1,47,32,104,8.26,0.3076923076923077,136
train,ulsan_012547,DKSR20001649_1,11,7,38,3.04,0.18421052631578946,45
train,ulsan_002771,DKSR20001145_1,21,15,31,2.43,0.4838709677419355,46
train,ulsan_025865,DKSR20001157_2,25,14,38,2.99,0.3684210526315789,52
train,ulsan_001684,DKSR20001131_2,23,12,39,3.05,0.3076923076923077,51
train,ulsan_015850,DKSR20001202_1,35,26,57,4.49,0.45614035087719296,83
train,ulsan_026852,DKSR20001203_2,20,13,46,3.68,0.2826086956521739,59
train,ulsan_005817,DKSR20001280_2,13,12,26,2.01,0.46153846153846156,38
train,ulsan_018211,DKSR20001380_1,31,23,61,4.88,0.3770491803278688,84
train,ulsan_026820,DKSR20000979_1,17,9,69,5.45,0.13043478260869565,78
train,ulsan_009382,DKSR20001535_1,22,18,30,2.39,0.6,48
train,ulsan_008238,DKSR20001413_1,25,18,82,6.53,0.21951219512195122,100
train,ulsan_010881,DKSR20001608_1,13,8,31,2.43,0.25806451612903225,39
train,ulsan_017395,DKSR20001287_1,19,13,26,2.06,0.5,39
train,ulsan_015527,DKSR20001160_1,30,15,50,3.98,0.3,65
train,ulsan_016301,DKSR20001207_1,39,25,58,4.61,0.43103448275862066,83
train,ulsan_019260,DKSR20001507_1,15,11,23,1.83,0.4782608695652174,34
train,ulsan_020501,DKSR20001511_1,40,27,75,5.95,0.36,102
train,ulsan_008639,DKSR20001475_2,25,17,37,2.9,0.4594594594594595,54
train,ulsan_025601,DKSR20000974_2,20,12,33,2.64,0.36363636363636365,45
train,ulsan_000874,DKSR20000959_2,37,26,87,6.92,0.2988505747126437,113
train,ulsan_009959,DKSR20001592_1,21,14,48,3.79,0.2916666666666667,62
train,ulsan_003607,DKSR20001149_1,44,26,82,6.55,0.3170731707317073,108
train,ulsan_006070,DKSR20001284_1,24,13,42,3.29,0.30952380952380953,55
train,ulsan_026554,DKSR20001158_1,34,26,44,3.46,0.5909090909090909,70
train,ulsan_007010,DKSR20001300_1,22,12,33,2.59,0.36363636363636365,45
train,ulsan_027049,DKSR20001203_1,25,19,57,4.51,0.3333333333333333,76
train,ulsan_008234,DKSR20001413_1,30,21,79,6.32,0.26582278481012656,100
train,ulsan_025064,DKSR20000973_2,36,24,66,5.28,0.36363636363636365,90
train,ulsan_017550,DKSR20001287_1,27,18,44,3.47,0.4090909090909091,62
train,ulsan_024455,DKSR20000963_1,24,17,50,4.0,0.34,67
train,ulsan_019009,DKSR20001491_1,30,19,67,5.31,0.2835820895522388,86
train,ulsan_007097,DKSR20001300_1,21,17,27,2.1,0.6296296296296297,44
train,ulsan_001471,DKSR20001094_2,23,20,42,3.3,0.47619047619047616,62
train,ulsan_027249,DKSR20000980_1,26,21,39,3.1,0.5384615384615384,60
train,ulsan_004724,DKSR20001168_2,38,25,73,5.84,0.3424657534246575,98
train,ulsan_020737,DKSR20001512_1,49,37,88,6.97,0.42045454545454547,125
train,ulsan_006166,DKSR20001284_1,19,16,27,2.11,0.5925925925925926,43
train,ulsan_009662,DKSR20001536_1,41,28,62,4.93,0.45161290322580644,90
train,ulsan_008194,DKSR20001413_1,30,20,97,7.72,0.20618556701030927,117
train,ulsan_014490,DKSR20001032_2,18,11,34,2.7,0.3235294117647059,45
train,ulsan_023135,DKSR20000956_2,22,19,55,4.37,0.34545454545454546,74
train,ulsan_007832,DKSR20001352_1,28,21,42,3.34,0.5,63
train,ulsan_013615,DKSR20001715_1,39,28,75,5.93,0.37333333333333335,103
train,ulsan_019227,DKSR20001507_2,10,11,29,2.29,0.3793103448275862,40
train,ulsan_016104,DKSR20001206_1,25,15,43,3.38,0.3488372093023256,58
train,ulsan_006280,DKSR20001285_2,22,18,41,3.24,0.43902439024390244,59
train,ulsan_011674,DKSR20001611_2,23,13,27,2.16,0.48148148148148145,40
train,ulsan_001086,DKSR20000960_1,37,21,81,6.47,0.25925925925925924,102
train,ulsan_008454,DKSR20001475_2,26,17,50,4.0,0.34,67
train,ulsan_016228,DKSR20001207_1,10,6,24,1.86,0.25,30
train,ulsan_007831,DKSR20001352_1,37,29,52,4.11,0.5576923076923077,81
train,ulsan_013876,DKSR20001031_1,33,28,62,4.93,0.45161290322580644,90
train,ulsan_020857,DKSR20001532_1,29,18,57,4.55,0.3157894736842105,75
train,ulsan_007254,DKSR20001301_2,27,17,52,4.11,0.3269230769230769,69
train,ulsan_011168,DKSR20001609_1,13,11,39,3.12,0.28205128205128205,50
train,ulsan_020087,DKSR20001510_1,23,18,40,3.16,0.45,58
train,ulsan_021572,DKSR20001537_1,35,24,73,5.78,0.3287671232876712,97
train,ulsan_004444,DKSR20001167_1,42,27,85,6.77,0.3176470588235294,112
train,ulsan_017581,DKSR20001287_1,7,5,21,1.64,0.23809523809523808,26
train,ulsan_005670,DKSR20001280_1,26,19,49,3.88,0.3877551020408163,68
train,ulsan_000142,DKSR20000953_1,6,5,24,1.87,0.20833333333333334,29
train,ulsan_016120,DKSR20001206_2,8,6,34,2.65,0.17647058823529413,40
train,ulsan_006363,DKSR20001285_1,59,37,72,5.75,0.5138888888888888,109
train,ulsan_005407,DKSR20001278_1,18,11,47,3.75,0.23404255319148937,58
train,ulsan_018614,DKSR20001386_1,68,46,128,10.19,0.359375,174
train,ulsan_018406,DKSR20001380_2,19,13,43,3.4,0.3023255813953488,56
train,ulsan_004068,DKSR20001165_1,36,23,66,5.24,0.3484848484848485,89
train,ulsan_000745,DKSR20000954_2,56,35,66,5.24,0.5303030303030303,101
train,ulsan_004315,DKSR20001166_1,10,9,23,1.8,0.391304347826087,32
train,ulsan_011487,DKSR20001610_2,35,25,64,5.08,0.390625,89
train,ulsan_022461,DKSR20001570_1,20,11,40,3.16,0.275,51
train,ulsan_012014,DKSR20001617_1,36,22,69,5.48,0.3188405797101449,91
train,ulsan_014174,DKSR20001031_2,9,8,15,1.2,0.5333333333333333,23
train,ulsan_021724,DKSR20001568_1,32,20,51,4.03,0.39215686274509803,71
train,ulsan_011233,DKSR20001609_2,41,28,70,5.59,0.4,98
train,ulsan_000859,DKSR20000959_1,38,26,84,6.71,0.30952380952380953,110
train,ulsan_022181,DKSR20001569_1,22,17,45,3.54,0.37777777777777777,62
train,ulsan_022469,DKSR20001570_1,18,14,29,2.31,0.4827586206896552,43
train,ulsan_007377,DKSR20001348_1,17,9,29,2.26,0.3103448275862069,38
train,ulsan_006604,DKSR20001286_2,13,10,25,1.99,0.4,35
train,ulsan_007381,DKSR20001348_2,34,25,76,6.04,0.32894736842105265,101
train,ulsan_023415,DKSR20000955_1,28,23,57,4.52,0.40350877192982454,80
train,ulsan_021790,DKSR20001568_1,28,21,56,4.48,0.375,77
train,ulsan_026457,DKSR20001158_1,26,14,33,2.62,0.42424242424242425,47
train,ulsan_017291,DKSR20001241_2,25,17,57,4.51,0.2982456140350877,74
train,ulsan_026750,DKSR20000979_1,63,37,105,8.34,0.3523809523809524,142
train,ulsan_027031,DKSR20001203_2,21,13,52,4.15,0.25,65
train,ulsan_007040,DKSR20001300_2,15,13,40,3.18,0.325,53
train,ulsan_022718,DKSR20001570_1,27,19,44,3.5,0.4318181818181818,63
train,ulsan_009857,DKSR20001536_1,27,18,41,3.21,0.43902439024390244,59
train,ulsan_022381,DKSR20001570_1,24,17,60,4.78,0.2833333333333333,77
train,ulsan_006410,DKSR20001285_1,29,25,62,4.94,0.4032258064516129,87
train,ulsan_007002,DKSR20001300_1,34,23,70,5.55,0.32857142857142857,93
train,ulsan_003071,DKSR20001146_1,6,4,23,1.82,0.17391304347826086,27
train,ulsan_020690,DKSR20001512_2,32,21,45,3.58,0.4666666666666667,66
train,ulsan_013338,DKSR20001677_2,15,8,25,1.97,0.32,33
train,ulsan_013070,DKSR20001651_2,19,11,32,2.51,0.34375,43
train,ulsan_004162,DKSR20001166_1,6,4,18,1.41,0.2222222222222222,22
train,ulsan_019482,DKSR20001508_1,19,16,24,1.88,0.6666666666666666,40
train,ulsan_021989,DKSR20001568_1,23,18,47,3.74,0.3829787234042553,65
train,ulsan_013485,DKSR20001677_2,17,13,41,3.21,0.3170731707317073,54
train,ulsan_018611,DKSR20001386_1,74,58,139,11.05,0.4172661870503597,197
train,ulsan_008360,DKSR20001413_2,20,10,43,3.42,0.23255813953488372,53
train,ulsan_015646,DKSR20001160_2,15,8,35,2.8,0.22857142857142856,43
train,ulsan_000678,DKSR20000954_2,48,29,86,6.88,0.3372093023255814,115
train,ulsan_015343,DKSR20001159_1,53,36,74,5.86,0.4864864864864865,110
train,ulsan_007357,DKSR20001348_2,21,17,49,3.9,0.3469387755102041,66
train,ulsan_008813,DKSR20001476_2,60,42,72,5.72,0.5833333333333334,114
train,ulsan_003139,DKSR20001146_1,32,25,51,4.08,0.49019607843137253,76
train,ulsan_026010,DKSR20001157_1,41,31,70,5.56,0.44285714285714284,101
train,ulsan_010916,DKSR20001608_2,24,16,55,4.39,0.2909090909090909,71
train,ulsan_014781,DKSR20001033_1,11,8,22,1.75,0.36363636363636365,30
train,ulsan_026526,DKSR20001158_2,46,28,77,6.11,0.36363636363636365,105
train,ulsan_008595,DKSR20001475_2,12,11,32,2.56,0.34375,43
train,ulsan_003696,DKSR20001149_2,28,16,38,2.98,0.42105263157894735,54
train,ulsan_025886,DKSR20001157_2,39,27,57,4.53,0.47368421052631576,84
train,ulsan_013450,DKSR20001677_2,11,10,28,2.21,0.35714285714285715,38
train,ulsan_017167,DKSR20001241_1,26,18,63,5.04,0.2857142857142857,81
train,ulsan_016971,DKSR20001240_1,22,13,55,4.36,0.23636363636363636,68
train,ulsan_005734,DKSR20001280_2,20,14,32,2.51,0.4375,46
train,ulsan_018301,DKSR20001380_1,28,22,68,5.41,0.3235294117647059,90
train,ulsan_025630,DKSR20000974_1,29,18,52,4.12,0.34615384615384615,70
train,ulsan_009637,DKSR20001536_1,40,27,56,4.42,0.48214285714285715,83
train,ulsan_005028,DKSR20001169_2,22,18,56,4.44,0.32142857142857145,74
train,ulsan_002863,DKSR20001145_1,11,9,25,1.96,0.36,34
train,ulsan_011077,DKSR20001609_1,5,4,30,2.38,0.13333333333333333,34
train,ulsan_002470,DKSR20001144_2,10,7,30,2.36,0.23333333333333334,37
train,ulsan_012470,DKSR20001649_1,33,20,72,5.71,0.2777777777777778,92
train,ulsan_015565,DKSR20001160_2,19,12,56,4.42,0.21428571428571427,68
train,ulsan_007893,DKSR20001352_1,53,35,78,6.23,0.44871794871794873,113
train,ulsan_024351,DKSR20000963_1,52,37,80,6.33,0.4625,117
train,ulsan_022591,DKSR20001570_2,27,16,35,2.77,0.45714285714285713,51
train,ulsan_009795,DKSR20001536_2,12,9,30,2.34,0.3,39
train,ulsan_013336,DKSR20001677_2,18,10,34,2.65,0.29411764705882354,44
train,ulsan_007126,DKSR20001301_2,44,32,98,7.83,0.32653061224489793,130
train,ulsan_001610,DKSR20001131_1,37,23,61,4.86,0.3770491803278688,84
train,ulsan_018412,DKSR20001380_1,27,18,43,3.44,0.4186046511627907,61
train,ulsan_008942,DKSR20001476_2,57,44,74,5.9,0.5945945945945946,118
train,ulsan_008893,DKSR20001476_1,52,36,69,5.52,0.5217391304347826,105
train,ulsan_001060,DKSR20000960_2,47,32,69,5.49,0.463768115942029,101
train,ulsan_015524,DKSR20001160_1,6,6,21,1.66,0.2857142857142857,27
train,ulsan_008788,DKSR20001476_2,31,20,46,3.61,0.43478260869565216,66
train,ulsan_009871,DKSR20001536_1,29,17,36,2.81,0.4722222222222222,53
train,ulsan_018925,DKSR20001491_2,32,20,64,5.11,0.3125,84
train,ulsan_012659,DKSR20001649_1,6,5,25,1.99,0.2,30
train,ulsan_012851,DKSR20001650_1,11,6,32,2.51,0.1875,38
train,ulsan_001154,DKSR20000960_1,20,13,82,6.55,0.15853658536585366,95
train,ulsan_006551,DKSR20001285_1,6,3,12,0.96,0.25,15
train,ulsan_027525,DKSR20001204_2,39,27,56,4.47,0.48214285714285715,83
train,ulsan_009672,DKSR20001536_1,37,31,49,3.86,0.6326530612244898,80
train,ulsan_012688,DKSR20001650_1,51,37,72,5.69,0.5138888888888888,109
train,ulsan_009737,DKSR20001536_1,14,8,23,1.83,0.34782608695652173,31
train,ulsan_012876,DKSR20001650_2,18,13,41,3.22,0.3170731707317073,54
train,ulsan_012486,DKSR20001649_2,16,10,27,2.16,0.37037037037037035,37
train,ulsan_017559,DKSR20001287_1,42,30,58,4.61,0.5172413793103449,88
train,ulsan_016719,DKSR20001208_1,36,17,66,5.23,0.25757575757575757,83
train,ulsan_012255,DKSR20001618_2,51,34,70,5.53,0.4857142857142857,104
train,ulsan_019691,DKSR20001508_1,45,34,85,6.73,0.4,119
train,ulsan_010896,DKSR20001608_1,35,26,75,6.0,0.3466666666666667,101
train,ulsan_008607,DKSR20001475_2,5,4,23,1.8,0.17391304347826086,27
train,ulsan_006621,DKSR20001286_2,17,11,28,2.24,0.39285714285714285,39
train,ulsan_020022,DKSR20001510_1,39,26,56,4.47,0.4642857142857143,82
train,ulsan_022209,DKSR20001569_1,16,10,25,1.94,0.4,35
train,ulsan_022114,DKSR20001569_2,10,6,23,1.78,0.2608695652173913,29
train,ulsan_026627,DKSR20000979_1,27,18,51,4.03,0.35294117647058826,69
train,ulsan_025348,DKSR20001156_1,6,5,40,3.17,0.125,45
train,ulsan_023563,DKSR20000955_1,28,24,49,3.89,0.4897959183673469,73
train,ulsan_023875,DKSR20000958_1,30,16,67,5.31,0.23880597014925373,83
train,ulsan_010813,DKSR20001608_2,3,3,20,1.58,0.15,23
train,ulsan_021059,DKSR20001533_1,8,4,26,2.08,0.15384615384615385,30
train,ulsan_010396,DKSR20001593_1,21,12,39,3.1,0.3076923076923077,51
train,ulsan_021008,DKSR20001532_1,26,17,40,3.2,0.425,57
train,ulsan_025867,DKSR20001157_2,18,10,26,2.08,0.38461538461538464,36
train,ulsan_022478,DKSR20001570_2,22,15,44,3.51,0.3409090909090909,59
train,ulsan_021576,DKSR20001537_1,27,20,57,4.54,0.3508771929824561,77
train,ulsan_008111,DKSR20001353_1,31,22,45,3.58,0.4888888888888889,67
train,ulsan_021203,DKSR20001533_2,9,5,28,2.21,0.17857142857142858,33
train,ulsan_018709,DKSR20001387_1,97,55,186,14.81,0.2956989247311828,241
train,ulsan_006898,DKSR20001300_2,17,13,27,2.16,0.48148148148148145,40
train,ulsan_009337,DKSR20001535_2,45,35,73,5.83,0.4794520547945205,108
train,ulsan_011572,DKSR20001610_2,32,27,71,5.61,0.38028169014084506,98
train,ulsan_027575,DKSR20001204_1,27,19,50,3.93,0.38,69
train,ulsan_011800,DKSR20001611_1,44,29,82,6.54,0.35365853658536583,111
train,ulsan_008635,DKSR20001475_2,33,26,59,4.68,0.4406779661016949,85
train,ulsan_012648,DKSR20001649_2,15,9,44,3.5,0.20454545454545456,53
train,ulsan_012829,DKSR20001650_2,33,21,72,5.73,0.2916666666666667,93
train,ulsan_024954,DKSR20000973_1,23,16,37,2.96,0.43243243243243246,53
train,ulsan_005972,DKSR20001284_1,17,11,27,2.12,0.4074074074074074,38
train,ulsan_022415,DKSR20001570_1,26,22,47,3.7,0.46808510638297873,69
