split,id,speaker,text_chars,duration,rms,silence_fraction,clip_fraction
train,ulsan_017757,DKSR20001288_2,60,6.56,0.15930842964728253,0.20226753048780488,0.0
train,ulsan_024756,DKSR20000962_1,34,5.9,0.09012406159593882,0.3574505649717514,0.0
train,ulsan_000748,DKSR20000954_2,12,1.36,0.14159099724099883,0.19280024509803922,0.0
train,ulsan_021465,DKSR20001537_1,36,4.84,0.12301504647190013,0.3227358815426997,0.0
train,ulsan_015473,DKSR20001160_1,6,4.38,0.11654655368984682,0.6897545662100457,0.0
train,ulsan_005357,DKSR20001169_1,33,3.82,0.1105261535809149,0.24045593368237347,0.0
train,ulsan_019216,DKSR20001507_1,16,1.86,0.1511404898569877,0.19310035842293907,0.0
train,ulsan_018760,DKSR20001388_2,77,10.55,0.10106261076072923,0.22236176935229068,0.0
train,ulsan_015714,DKSR20001202_1,26,3.56,0.14224026269541457,0.1752808988764045,0.0
train,ulsan_027069,DKSR20001203_2,9,3.32,0.1540203577678274,0.3000376506024096,0.0
train,ulsan_020961,DKSR20001532_2,33,5.07,0.15772257148212374,0.20384615384615384,0.0
train,ulsan_009399,DKSR20001535_1,45,5.8,0.16956031819737435,0.2131537356321839,0.0
train,ulsan_012331,DKSR20001618_1,50,5.55,0.12161861062881504,0.18483483483483484,0.0
train,ulsan_016370,DKSR20001207_1,45,5.3,0.12024233588661373,0.18247641509433962,0.0
train,ulsan_013157,DKSR20001651_1,41,5.06,0.10065150265695878,0.34435111989459816,0.0
train,ulsan_007602,DKSR20001351_2,33,5.24,0.1589780894156079,0.11099713740458016,0.0
train,ulsan_014242,DKSR20001032_2,7,1.16,0.10218474138743715,0.48767959770114944,0.0
train,ulsan_019557,DKSR20001508_1,5,3.17,0.15001741192154697,0.2084516298633018,0.0
train,ulsan_014514,DKSR20001032_2,38,4.96,0.1246217583663149,0.2604418682795699,0.0
train,ulsan_018395,DKSR20001380_1,33,4.09,0.10980305078778015,0.2894559902200489,0.0
train,ulsan_016715,DKSR20001208_1,49,6.29,0.13199960641512323,0.2287625861155273,0.0
train,ulsan_026458,DKSR20001158_1,15,2.29,0.24007985037746282,0.1481622998544396,0.0
train,ulsan_008350,DKSR20001413_1,37,5.97,0.16195625279196219,0.34549832495812394,0.0
train,ulsan_009305,DKSR20001487_2,34,3.0,0.15532924743974733,0.1964861111111111,0.0
train,ulsan_005704,DKSR20001280_1,26,3.56,0.13903861975606036,0.24964887640449437,0.0
train,ulsan_016152,DKSR20001206_2,31,4.29,0.17081113637622297,0.16861888111888113,0.0
train,ulsan_026780,DKSR20000979_1,43,6.28,0.1316071790843859,0.29700106157112527,0.0
train,ulsan_020301,DKSR20001511_1,30,3.4,0.15878943534808496,0.16419117647058823,0.0
train,ulsan_013186,DKSR20001677_1,5,1.54,0.13878213188215066,0.44228896103896104,0.0
train,ulsan_021198,DKSR20001533_2,29,6.1,0.1460540373932161,0.3531079234972678,0.0
train,ulsan_013890,DKSR20001031_2,35,3.24,0.12641328754895353,0.21386316872427982,0.0
train,ulsan_026159,DKSR20000975_1,21,4.27,0.18004784366943444,0.23799765807962528,0.0
train,ulsan_022085,DKSR20001569_2,14,4.24,0.06839616845714006,0.6045794025157233,0.0
train,ulsan_001638,DKSR20001131_1,46,5.24,0.10360398602829239,0.24514153944020356,0.0
train,ulsan_005000,DKSR20001168_2,13,1.76,0.1803165618382091,0.2086410984848485,0.0
train,ulsan_002574,DKSR20001145_2,16,2.09,0.14263817057846018,0.26632775119617225,0.0
train,ulsan_015904,DKSR20001202_1,9,3.1,0.17762174837197064,0.39766129032258063,0.0
train,ulsan_003590,DKSR20001147_1,30,4.85,0.10655686310016692,0.40798109965635737,0.0
train,ulsan_014181,DKSR20001031_2,28,3.45,0.16337118536915712,0.13204106280193237,0.0
train,ulsan_023526,DKSR20000955_2,14,2.54,0.10502634109665399,0.44422572178477693,0.0
train,ulsan_010524,DKSR20001594_1,29,3.65,0.14599823918871965,0.3345662100456621,0.0
train,ulsan_015831,DKSR20001202_2,49,6.38,0.10314305664583795,0.20399033437826541,0.0
train,ulsan_016957,DKSR20001240_2,30,4.36,0.18855185070096475,0.09406536697247707,0.0
train,ulsan_005770,DKSR20001280_2,41,4.28,0.11335865142118612,0.19098520249221185,0.0
train,ulsan_017439,DKSR20001287_1,16,2.47,0.1572325897016713,0.38134278002699057,0.0
train,ulsan_004951,DKSR20001168_2,51,6.86,0.14737974193507042,0.25331025267249757,0.0
train,ulsan_021510,DKSR20001537_2,36,5.72,0.09937998106859587,0.21576340326340326,0.0
train,ulsan_010893,DKSR20001608_1,7,1.89,0.1300989608483225,0.5218915343915344,0.0
train,ulsan_021287,DKSR20001534_1,39,6.04,0.12982068352189527,0.21049944812362031,0.0
train,ulsan_026925,DKSR20001203_1,12,4.84,0.1113308824383331,0.5461776859504133,0.0
train,ulsan_007979,DKSR20001352_2,42,5.25,0.2105631043476991,0.1884047619047619,0.0
train,ulsan_017843,DKSR20001288_2,11,1.68,0.1877328097048011,0.239484126984127,0.0
train,ulsan_006219,DKSR20001284_2,14,2.08,0.17843744817726567,0.2590144230769231,0.0
train,ulsan_008717,DKSR20001475_1,28,4.23,0.1725869589994649,0.204048463356974,0.0
train,ulsan_020536,DKSR20001512_2,43,6.88,0.09238952173095928,0.41412306201550386,0.0
train,ulsan_004251,DKSR20001166_1,48,6.28,0.15206969908244702,0.24797638004246284,0.0
train,ulsan_007233,DKSR20001301_2,50,7.67,0.1366918799992204,0.17722186006084312,0.0
train,ulsan_026354,DKSR20001158_2,9,1.47,0.12019188252270864,0.41831065759637187,0.0
train,ulsan_010890,DKSR20001608_1,8,1.59,0.15578337600315417,0.4727463312368973,0.0
train,ulsan_004637,DKSR20001167_1,30,2.99,0.12230415007647487,0.2657051282051282,0.0
train,ulsan_000419,DKSR20000954_1,3,1.2,0.2190420431302368,0.36465277777777777,0.0
train,ulsan_019092,DKSR20001491_1,36,5.49,0.16971582797031193,0.28624772313296903,0.0
train,ulsan_012596,DKSR20001649_1,19,2.83,0.11838776768302667,0.39363957597173144,0.0
train,ulsan_004770,DKSR20001168_2,2,1.0,0.13579166038455104,0.5887083333333333,0.0
train,ulsan_005585,DKSR20001278_2,18,3.02,0.1013576484420997,0.19750275938189846,0.0
train,ulsan_023598,DKSR20000955_2,5,1.58,0.20006116525463882,0.3516877637130802,0.0
train,ulsan_007732,DKSR20001351_1,58,6.42,0.15836491066560007,0.1574182242990654,0.0
train,ulsan_016855,DKSR20001240_1,47,5.68,0.07528404151053932,0.420143779342723,0.0
train,ulsan_004826,DKSR20001168_2,59,5.83,0.13671866251614678,0.2146869639794168,0.0
train,ulsan_010175,DKSR20001592_2,17,3.07,0.15620990040695307,0.29949782844733985,0.0
train,ulsan_023869,DKSR20000958_1,8,2.99,0.12132114406542657,0.4943840579710145,0.0
train,ulsan_018184,DKSR20001336_2,22,4.879958333333334,0.15926534738036707,0.26468805232285114,0.0
train,ulsan_016638,DKSR20001208_1,20,2.29,0.15282396389801614,0.1450509461426492,0.0
train,ulsan_019295,DKSR20001507_2,23,3.36,0.15023493182159758,0.10341021825396825,0.0
train,ulsan_012713,DKSR20001650_1,44,4.93,0.20008087484565362,0.26836544962812714,0.0
train,ulsan_024716,DKSR20000962_2,18,2.41,0.14838939486433045,0.21903526970954357,0.0
train,ulsan_015841,DKSR20001202_1,27,2.89,0.13957845351411619,0.3049163783160323,0.0
train,ulsan_001898,DKSR20001132_2,35,3.9200833333333334,0.12983805037363602,0.2482090091622202,0.0
train,ulsan_010862,DKSR20001608_1,22,2.9799583333333333,0.1311595047417612,0.40215886687453684,0.0
train,ulsan_000799,DKSR20000959_1,36,6.2,0.1727489609734763,0.3071505376344086,0.0
train,ulsan_026489,DKSR20001158_2,16,2.27,0.15883239628225782,0.29469530102790015,0.0
train,ulsan_003706,DKSR20001149_1,41,5.29,0.15031745448671996,0.2988815374921235,0.0
train,ulsan_000296,DKSR20000953_1,6,1.64,0.17946036398780107,0.16361788617886178,0.0
train,ulsan_002628,DKSR20001145_1,28,3.82,0.1434214516817636,0.22612347294938917,0.0
train,ulsan_022326,DKSR20001569_1,25,3.43,0.1162559216570254,0.1299198250728863,0.0
train,ulsan_024417,DKSR20000963_1,21,3.79,0.10821704727506987,0.5067282321899736,0.0
train,ulsan_007291,DKSR20001301_1,53,6.94,0.1383042345508372,0.28491834774255526,0.0
train,ulsan_000871,DKSR20000959_2,24,5.54,0.13060515918389304,0.4878534897713598,0.0
train,ulsan_008164,DKSR20001353_2,71,7.62,0.08389355461759827,0.19792213473315837,0.0
train,ulsan_017214,DKSR20001241_1,19,4.52,0.10496294893560305,0.42142330383480825,0.0
train,ulsan_019298,DKSR20001507_2,15,5.03,0.10459116922394254,0.25460569913850234,0.0
train,ulsan_010215,DKSR20001593_1,26,3.02,0.12328571117446835,0.25429083885209713,0.0
train,ulsan_026757,DKSR20000979_1,33,5.42,0.13723298106604376,0.2569111316113161,0.0
train,ulsan_027615,DKSR20001204_2,13,2.63,0.20637101413008102,0.2313212927756654,0.0
train,ulsan_005792,DKSR20001280_2,14,2.22,0.13396338319648668,0.38633633633633635,0.0
train,ulsan_022866,DKSR20001571_2,18,3.1,0.1115399809163267,0.19551075268817203,0.0
train,ulsan_026777,DKSR20000979_1,39,6.27,0.15912887520487579,0.28068846358320043,0.0
train,ulsan_019605,DKSR20001508_1,21,4.48,0.11687525556069477,0.21069568452380952,0.0
train,ulsan_000539,DKSR20000954_2,7,1.65,0.16784623794483522,0.26196969696969696,0.0
train,ulsan_017820,DKSR20001288_1,25,2.05,0.1150471074677444,0.29026422764227644,0.0
train,ulsan_005842,DKSR20001280_2,23,2.21,0.10918443067106504,0.21990950226244343,0.0
train,ulsan_002957,DKSR20001146_2,26,2.5,0.0934758037732156,0.3529,0.0
train,ulsan_010541,DKSR20001594_1,52,6.52,0.14438052965161238,0.2793647750511247,0.0
train,ulsan_017444,DKSR20001287_2,22,3.31,0.225047707417293,0.06154330312185297,0.0
train,ulsan_025455,DKSR20000974_2,13,1.97,0.15081923180979925,0.37692470389170896,0.0
train,ulsan_020485,DKSR20001511_1,26,3.24,0.15282423123818986,0.20498971193415638,0.0
train,ulsan_026413,DKSR20001158_2,27,4.14,0.1583345183127167,0.24757447665056362,0.0
train,ulsan_018658,DKSR20001387_2,41,4.92,0.17591972070721482,0.2073170731707317,0.0
train,ulsan_026109,DKSR20000975_1,33,3.89,0.1600855139705522,0.22980934018851756,0.0
train,ulsan_012749,DKSR20001650_2,36,5.06,0.11180709583370253,0.37472002635046114,0.0
train,ulsan_012103,DKSR20001617_2,48,5.7,0.1443934781119385,0.16140350877192983,0.0
train,ulsan_014338,DKSR20001032_2,4,0.95,0.1712369736846235,0.3895175438596491,0.0
train,ulsan_026605,DKSR20000979_2,29,3.88,0.10652169169624759,0.1984643470790378,0.0
train,ulsan_016485,DKSR20001207_2,15,4.13,0.22320401963369718,0.2581214689265537,0.0
train,ulsan_002852,DKSR20001145_1,26,3.39,0.13504846864224937,0.21333579154375615,0.0
train,ulsan_021062,DKSR20001533_1,63,8.4,0.17242206137324312,0.16216765873015873,0.0
train,ulsan_015264,DKSR20001159_1,43,7.39,0.11627416854348215,0.34032476319350474,0.0
train,ulsan_004566,DKSR20001167_2,31,6.19,0.09347763216053866,0.37950996230479267,0.0
train,ulsan_012890,DKSR20001651_1,21,6.23,0.08838797751004818,0.622418405564473,0.0
train,ulsan_007776,DKSR20001352_1,37,4.52,0.14964704467158443,0.18595132743362833,0.0
train,ulsan_015707,DKSR20001202_2,26,2.31,0.17187375074621195,0.14805194805194805,0.0
train,ulsan_010209,DKSR20001593_2,40,5.53,0.14804197397583047,0.30339813140446054,0.0
train,ulsan_014969,DKSR20001033_2,26,1.9,0.15995176756957882,0.1443859649122807,0.0
train,ulsan_016666,DKSR20001208_2,39,3.53,0.21386700503262335,0.21690273843248348,0.0
train,ulsan_026967,DKSR20001203_2,30,5.48,0.16222235917774647,0.1686891727493917,0.0
train,ulsan_023227,DKSR20000956_2,21,2.5,0.20318410133475925,0.15241666666666667,0.0
train,ulsan_007567,DKSR20001351_2,27,3.79,0.143014733947317,0.15682717678100264,0.0
train,ulsan_002670,DKSR20001145_1,19,2.47,0.10379099048927093,0.35280026990553304,0.0
train,ulsan_011503,DKSR20001610_2,40,5.95,0.14765249751981263,0.2718487394957983,0.0
train,ulsan_008133,DKSR20001353_2,53,9.28,0.15166959112146927,0.1947198275862069,0.0
train,ulsan_012712,DKSR20001650_1,22,4.85,0.21414707956553247,0.23396048109965636,0.0
train,ulsan_010611,DKSR20001594_1,19,3.47,0.12522747069830478,0.42928674351585017,0.0
train,ulsan_011100,DKSR20001609_2,16,2.0,0.10677962989970861,0.4501041666666667,0.0
train,ulsan_010986,DKSR20001608_2,22,3.86,0.14105165128976987,0.43568652849740935,0.0
train,ulsan_015297,DKSR20001159_1,40,5.82,0.1477474934917577,0.1414733676975945,0.0
train,ulsan_013902,DKSR20001031_1,20,3.64,0.14382210305970514,0.2364010989010989,0.0
train,ulsan_017666,DKSR20001288_2,37,4.78,0.19094247851986199,0.1444560669456067,0.0
train,ulsan_006456,DKSR20001285_1,52,6.18,0.1706405716451999,0.17337513484358144,0.0
train,ulsan_027013,DKSR20001203_1,12,3.28,0.14852901361250484,0.3926194105691057,0.0
train,ulsan_018633,DKSR20001387_2,64,11.1,0.16509752851869872,0.28331831831831833,0.0
train,ulsan_018101,DKSR20001336_2,29,4.49,0.1339668945644464,0.13260950259836674,0.0
train,ulsan_022257,DKSR20001569_2,8,1.93,0.11314272019446982,0.3185449050086356,0.0
train,ulsan_016105,DKSR20001206_1,25,5.06,0.18826713457771832,0.2058794466403162,0.0
train,ulsan_007671,DKSR20001351_2,62,7.09,0.10856998556498099,0.16721321109543957,0.0
train,ulsan_004516,DKSR20001167_2,18,2.28,0.11857357049230415,0.3983552631578947,0.0
train,ulsan_022093,DKSR20001569_2,30,4.14,0.11248469407152986,0.12135668276972625,0.0
train,ulsan_017244,DKSR20001241_2,36,4.16,0.21812130654198453,0.1446514423076923,0.0
train,ulsan_011652,DKSR20001611_2,29,2.75,0.19376069734095047,0.11086363636363636,0.0
train,ulsan_013564,DKSR20001715_2,46,5.95,0.1346331713426158,0.22534313725490196,0.0
train,ulsan_025381,DKSR20001156_2,6,2.720083333333333,0.18642823299232403,0.5096657577892835,0.0
train,ulsan_002134,DKSR20001132_2,22,2.63,0.11501593830658291,0.2679974651457541,0.0
train,ulsan_015929,DKSR20001202_1,26,3.79,0.25813205846157267,0.08983069481090589,0.0
train,ulsan_008912,DKSR20001476_1,26,3.8,0.1074774204771204,0.3647587719298246,0.0
train,ulsan_025844,DKSR20001157_2,10,2.2,0.15610012471472606,0.24293560606060607,0.0
train,ulsan_000136,DKSR20000953_1,7,1.8,0.1864963740951739,0.22157407407407406,0.0
train,ulsan_027051,DKSR20001203_1,30,3.97,0.2031771499404846,0.2248320738874895,0.0
train,ulsan_010292,DKSR20001593_2,29,3.13,0.17583006862911435,0.2157880724174654,0.0
train,ulsan_011712,DKSR20001611_2,49,4.440083333333333,0.16422346183445888,0.22367260374242226,0.0
train,ulsan_021664,DKSR20001537_1,39,5.31,0.15368997081334684,0.272575329566855,0.0
train,ulsan_010378,DKSR20001593_2,21,3.16,0.14988397792702432,0.24591244725738395,0.0
train,ulsan_003152,DKSR20001146_1,41,5.27,0.12660351650737622,0.27394845034788107,0.0
train,ulsan_011569,DKSR20001610_2,13,3.1,0.10384447079566583,0.3259005376344086,0.0
train,ulsan_002453,DKSR20001144_2,2,1.47,0.14744083466632518,0.45175736961451246,0.0
train,ulsan_025610,DKSR20000974_2,31,3.39,0.12762694673029065,0.3020771878072763,0.0
train,ulsan_004134,DKSR20001166_2,41,6.42,0.11699343444706542,0.33021157840083076,0.0
train,ulsan_019237,DKSR20001507_2,18,2.61,0.11800781997521363,0.19675925925925927,0.0
train,ulsan_000290,DKSR20000953_1,18,2.39,0.1527806304387792,0.2080020920502092,0.0
train,ulsan_015842,DKSR20001202_1,36,4.26,0.12972146068883186,0.2732003129890454,0.0
train,ulsan_024284,DKSR20000963_2,20,4.9,0.1223885717093554,0.42012755102040816,0.0
train,ulsan_004390,DKSR20001167_2,22,4.24,0.07720499593940909,0.3108687106918239,0.0
train,ulsan_004395,DKSR20001167_2,26,5.37,0.07736454497209289,0.4223774053382992,0.0
train,ulsan_012759,DKSR20001650_1,27,3.03,0.19117756296724464,0.23803630363036304,0.0
train,ulsan_000132,DKSR20000953_1,31,5.38,0.18708076510219065,0.29059789343246595,0.0
train,ulsan_000416,DKSR20000954_1,15,2.89,0.1665094490841487,0.18435697808535179,0.0
train,ulsan_001031,DKSR20000960_1,40,7.37,0.15348729477698023,0.3670341474445952,0.0
train,ulsan_007366,DKSR20001348_1,49,6.16,0.10418956009959915,0.3891910173160173,0.0
train,ulsan_014580,DKSR20001032_2,29,2.95,0.10008293195388408,0.35888418079096046,0.0
train,ulsan_013765,DKSR20001715_1,30,2.83,0.20334774414753362,0.15825971731448762,0.0
train,ulsan_006989,DKSR20001300_2,29,4.86,0.15158618168295349,0.23565672153635117,0.0
train,ulsan_025409,DKSR20001156_1,22,4.11,0.1195656050958178,0.3636050283860503,0.0
train,ulsan_014021,DKSR20001031_1,23,4.39,0.12101540847293973,0.33541192103264994,0.0
train,ulsan_019375,DKSR20001507_2,23,3.42,0.16429356939837228,0.09725877192982456,0.0
train,ulsan_022903,DKSR20001571_1,29,4.31,0.153733504888306,0.20726991492652747,0.0
train,ulsan_021748,DKSR20001568_2,6,1.58,0.1328983138467782,0.13568037974683544,0.0
train,ulsan_008941,DKSR20001476_2,43,6.76,0.12756547214579056,0.32885231755424066,0.0
train,ulsan_018605,DKSR20001386_2,48,9.92,0.11287136063298324,0.35934139784946234,0.0
train,ulsan_027088,DKSR20001203_1,21,3.31,0.09614173740936297,0.2986404833836858,0.0
train,ulsan_002990,DKSR20001146_1,6,1.76,0.11848127355963521,0.4217566287878788,0.0
train,ulsan_004738,DKSR20001168_2,80,7.09,0.1281674511501458,0.17405383168782323,0.0
train,ulsan_013477,DKSR20001677_2,15,1.93,0.1545501690093996,0.23266407599309152,0.0
train,ulsan_018745,DKSR20001388_1,35,5.39,0.1696784507912825,0.24412492269635128,0.0
train,ulsan_024912,DKSR20000973_2,29,3.52,0.09569085474311029,0.2921283143939394,0.0
train,ulsan_002587,DKSR20001145_2,5,2.27,0.07928208454267889,0.6806167400881057,0.0
train,ulsan_000387,DKSR20000953_2,11,1.4,0.15191294595821073,0.10288690476190476,0.0
train,ulsan_002457,DKSR20001144_2,11,2.51,0.15436960243669418,0.37088313413014606,0.0
train,ulsan_019055,DKSR20001491_2,27,4.0,0.1402167116098211,0.39788541666666666,0.0
train,ulsan_008909,DKSR20001476_1,46,5.96,0.2074021825273945,0.238457774049217,0.0
train,ulsan_007581,DKSR20001351_2,12,2.6,0.1604322876010888,0.3601602564102564,0.0
train,ulsan_021033,DKSR20001533_2,15,3.52,0.15447190704750138,0.20191761363636362,0.0
train,ulsan_007375,DKSR20001348_1,47,5.72,0.11870772251707085,0.382830710955711,0.0
train,ulsan_019098,DKSR20001491_2,17,2.78,0.13776151701319353,0.3376199040767386,0.0
train,ulsan_025355,DKSR20001156_2,15,3.96,0.15708156391376965,0.4759890572390572,0.0
train,ulsan_019525,DKSR20001508_2,29,4.05,0.12170465095515022,0.20720164609053499,0.0
train,ulsan_016746,DKSR20001208_1,44,6.57,0.12748375889967756,0.1709982242516489,0.0
train,ulsan_018716,DKSR20001387_2,52,5.97,0.15951064413304825,0.2013609715242881,0.0
train,ulsan_001024,DKSR20000960_1,36,6.37,0.18257245038258232,0.23664311878597594,0.0
train,ulsan_016639,DKSR20001208_1,46,5.24,0.16362578448228576,0.18493161577608141,0.0
train,ulsan_000801,DKSR20000959_1,48,6.14,0.13490644967724644,0.31494978284473396,0.0
train,ulsan_007106,DKSR20001300_2,4,2.63,0.10250651613320776,0.6564480354879595,0.0
train,ulsan_016886,DKSR20001240_1,19,3.2,0.17506329760315606,0.15583333333333332,0.0
train,ulsan_015694,DKSR20001202_1,41,3.84,0.14749657640872257,0.2226019965277778,0.0
train,ulsan_008943,DKSR20001476_2,40,4.47,0.12777929232442836,0.24076249067859806,0.0
train,ulsan_018228,DKSR20001380_2,21,2.45,0.1386371784920784,0.21124149659863944,0.0
train,ulsan_005718,DKSR20001280_1,15,2.06,0.16952130991635267,0.2362257281553398,0.0
train,ulsan_003471,DKSR20001147_2,34,5.38,0.10298605129948057,0.42173946716232963,0.0
train,ulsan_015998,DKSR20001206_1,20,2.81,0.16899895489928454,0.18499406880189798,0.0
train,ulsan_002285,DKSR20001144_2,17,2.81,0.12761584154078248,0.23222123368920522,0.0
train,ulsan_014762,DKSR20001033_2,22,2.24,0.15116554529205828,0.11569940476190477,0.0
train,ulsan_015645,DKSR20001160_2,12,3.13,0.1762441228023106,0.30448615548455804,0.0
train,ulsan_010607,DKSR20001594_2,20,2.79,0.12174548790697357,0.39086021505376345,0.0
train,ulsan_006543,DKSR20001285_1,36,4.55,0.15991982523604056,0.2822161172161172,0.0
train,ulsan_004221,DKSR20001166_2,25,2.9499583333333335,0.16037975364354407,0.21344934250483763,0.0
train,ulsan_019367,DKSR20001507_1,41,4.69,0.10959670304662411,0.12174840085287847,0.0
train,ulsan_009697,DKSR20001536_2,49,6.37,0.14959481658974666,0.18455651491365777,0.0
train,ulsan_021181,DKSR20001533_1,29,5.92,0.10921434403533077,0.39738879504504504,0.0
train,ulsan_013572,DKSR20001715_2,32,4.54,0.12879437115615347,0.3308186490455213,0.0
train,ulsan_026826,DKSR20000979_1,30,3.5,0.1687515067639039,0.20647619047619048,0.0
train,ulsan_006902,DKSR20001300_2,48,7.35,0.08066029196204184,0.30462585034013606,0.0
train,ulsan_009771,DKSR20001536_1,61,6.71,0.20745393507993243,0.1387046696472926,0.0
